location	word	trs
(o)mbamba B62/1 (1973)	fat_-sg.dat	mari
(o)mbamba B62/2 (1986)	fat_-sg.dat	mari
(o)mbamba B62/3 (1989)	fat_-sg.dat	maali
nduumo B63/1	fat_-sg.dat	mari
nduumo B63/2	fat_-sg.dat	mari
kaningi B631	fat_-sg.dat	mari
teke Boundji B70	fat_-sg.dat	mbali
teke Omvula B70	fat_-sg.dat	maali
teke komono B70	fat_-sg.dat	maala
teke kaleiB70	fat_-sg.dat	mali
B72a ngungwel	fat_-sg.dat	mbaala
teke tsaayi B73a/1 (Bouka)	fat_-sg.dat	maali
teke tsaayi B73a/2 (Libele)	fat_-sg.dat	maara
benga A34/1	feather-pl.dat	mekɔtɔ
benga A34/2	feather-pl.dat	mekɔtɔ
fang souanke A75	feather-pl.dat	m∂sè
bekwil A85b	feather-pl.dat	mèsa
kwele A85b	feather-pl.dat	bèsa·
nkomi B11e	feather-pl.dat	iΒowa
mbangwe B23	feather-pl.dat	bisalka
wumbvu B24/1	feather-pl.dat	masaala
wumbvu B24/2	feather-pl.dat	mèsaala
kota B25/1	feather-pl.dat	maha
kota B25/2	feather-pl.dat	maxa
kota B25/4	feather-pl.dat	maha
sake B252/1	feather-pl.dat	bisalɔ
sake B252/2	feather-pl.dat	mèsalɔ
mahongwe B251/1	feather-pl.dat	masalala
ndasa B241/1	feather-pl.dat	masal∂
ndasa B241/2	feather-pl.dat	mèsaala
mahongwe sama B251/2	feather-pl.dat	masalala
tsogo B31	feather-pl.dat	disaè
himba B312	feather-pl.dat	ditsaa
ibongo  B401	feather-pl.dat	masala
pinzi B311	feather-pl.dat	ditswala
shira B41	feather-pl.dat	tsaalu
sangu B42/2	feather-pl.dat	batsala
punu B43/1	feather-pl.dat	tsala
lumbu B44	feather-pl.dat	tsitsala
lumbu yi tandu B44	feather-pl.dat	tsisala
bwisi B410	feather-pl.dat	tsitsala
nzebi B52/1	feather-pl.dat	masala
nzebi B52/2	feather-pl.dat	tsala
tsaangi B53	feather-pl.dat	tsala
liwanji B511	feather-pl.dat	mat∫ala
(o)mbamba B62/3 (1989)	feather-pl.dat	ansala
kaningi B631	feather-pl.dat	matsala
teke kaleiB70	feather-pl.dat	nsala
teke tsaayi B73a/1 (Bouka)	feather-pl.dat	nsala
teke tsaayi B73a/2 (Libele)	feather-pl.dat	tsala
fang souanke A75	fire-pl.dat	m∂ndwa
bekwil A85b	fire-pl.dat	mu
kwele A85b	fire-pl.dat	mu
mpongwe B11a	fire-pl.dat	iĠoni
mbangwe B23	fire-pl.dat	mu
kota B25/4	fire-pl.dat	myiho
kota B25/5	fire-pl.dat	miyɔ
sake B252/1	fire-pl.dat	mutè
ndasa B241/1	fire-pl.dat	miŅa
ndasa B241/2	fire-pl.dat	miŋa
himba B312	fire-pl.dat	totoyi
pinzi B311	fire-pl.dat	totoyi
pove B22c (B305)	fire-pl.dat	eku
bwisi B410	fire-pl.dat	tsimbaatsu
nzebi B52/1	fire-pl.dat	mambwaxa
nzebi B52/2	fire-pl.dat	mambwaaha
liwanji B511	fire-pl.dat	mambaĠu
(o)mbamba B62/3 (1989)	fire-pl.dat	ambaa
kaningi B631	fire-pl.dat	matsusu
teke kaleiB70	fire-pl.dat	ambaa
teke tsaayi B73a/1 (Bouka)	fire-pl.dat	maambaa
benga A34/1	fire-sg.dat	veya
benga A34/2	fire-sg.dat	veeya
fang souanke A75	fire-sg.dat	ndwa
fang meke A75	fire-sg.dat	ndwa
fang ntumu A75	fire-sg.dat	ndwan
bekwil A85b	fire-sg.dat	đu
kwel A85b	fire-sg.dat	du
kwele A85b	fire-sg.dat	du
mpongwe B11a	fire-sg.dat	oĠoni
galwa B11c/1	fire-sg.dat	oɡoni
galwa B11c/2	fire-sg.dat	oɡoni
nkomi B11e	fire-sg.dat	oĠoni
sekiyani B21	fire-sg.dat	vyoolu
ngom kele B22b	fire-sg.dat	dvu
mbangwe B23	fire-sg.dat	dʒu
wumbvu B24/1	fire-sg.dat	munya
wumbvu B24/2	fire-sg.dat	munya
kota B25/1	fire-sg.dat	hueya
kota B25/2	fire-sg.dat	weya
kota B25/4	fire-sg.dat	dyiho
kota B25/5	fire-sg.dat	diyɔ
sake B252/1	fire-sg.dat	dʒutè
sake B252/2	fire-sg.dat	yeyɔ
mahongwe B251/1	fire-sg.dat	onya
ndasa B241/1	fire-sg.dat	muŅa
ndasa B241/2	fire-sg.dat	ŋwiiŋa
mahongwe sama B251/2	fire-sg.dat	onya
tsogo B31	fire-sg.dat	eɔtɔ
himba B312	fire-sg.dat	vivoyi
ibongo  B401	fire-sg.dat	mbaawu
pinzi B311	fire-sg.dat	vivoyi
pove B22c (B305)	fire-sg.dat	iku
shira B41	fire-sg.dat	ruvi
shira bwali B41	fire-sg.dat	ruuvi
sangu B42/1	fire-sg.dat	mbawu
sangu B42/2	fire-sg.dat	mbawu
punu B43/1	fire-sg.dat	mudʒi
punu B43/2	fire-sg.dat	mudzi
lumbu B44	fire-sg.dat	mbaatsu
lumbu yi tandu B44	fire-sg.dat	mbaatsu
lumbu yi banda B44	fire-sg.dat	ruβi
Lumbu 4 B44	fire-sg.dat	mbatsu
bwisi B410	fire-sg.dat	mbaatsu
varama B414/1	fire-sg.dat	ruvi
varama B414/2	fire-sg.dat	ruuβi
vungu B431/1 (Nasse)	fire-sg.dat	uyi
vungu B431/2 (1986)	fire-sg.dat	muya
duma B51	fire-sg.dat	mbaɡu
nzebi B52/1	fire-sg.dat	mbwaxa
nzebi B52/2	fire-sg.dat	mbwaaha
tsaangi B53	fire-sg.dat	mbaahu
liwanji B511	fire-sg.dat	mbaaĠu
(o)mbamba B62/1 (1973)	fire-sg.dat	mba
(o)mbamba B62/2 (1986)	fire-sg.dat	mba
(o)mbamba B62/3 (1989)	fire-sg.dat	mbaa
nduumo B63/1	fire-sg.dat	mba
nduumo B63/2	fire-sg.dat	mba
kaningi B631	fire-sg.dat	litsusu
teke Boundji B70	fire-sg.dat	mba
teke Omvula B70	fire-sg.dat	baa
teke komono B70	fire-sg.dat	baa
teke kaleiB70	fire-sg.dat	mbaa
teke tsaayi B73a/1 (Bouka)	fire-sg.dat	mbaa
teke tsaayi B73a/2 (Libele)	fire-sg.dat	mbaa
benga A34/1	fish_-pl.dat	bedyaka
benga A34/2	fish_-pl.dat	byaaka
fang souanke A75	fish_-pl.dat	b∂kɔs
bekwil A85b	fish_-pl.dat	Βèsu
kwele A85b	fish_-pl.dat	bèsu
mpongwe B11a	fish_-pl.dat	wèrè
nkomi B11e	fish_-pl.dat	wèrè
sekiyani B21	fish_-pl.dat	myaambi
mbangwe B23	fish_-pl.dat	basè
wumbvu B24/1	fish_-pl.dat	baswi
wumbvu B24/2	fish_-pl.dat	baswi
kota B25/1	fish_-pl.dat	bafe
kota B25/2	fish_-pl.dat	bafe
kota B25/4	fish_-pl.dat	ba∫è
sake B252/1	fish_-pl.dat	bèsè
sake B252/2	fish_-pl.dat	bèsè
ndasa B241/1	fish_-pl.dat	baswi
ndasa B241/2	fish_-pl.dat	basyi
himba B312	fish_-pl.dat	ditswe
pinzi B311	fish_-pl.dat	eŅaĠa
sangu B42/2	fish_-pl.dat	bisoonʒi
lumbu yi tandu B44	fish_-pl.dat	tsitsi
nzebi B52/1	fish_-pl.dat	bat∫wi
nzebi B52/2	fish_-pl.dat	bat∫wi
tsaangi B53	fish_-pl.dat	batswi
liwanji B511	fish_-pl.dat	bat∫wi
(o)mbamba B62/3 (1989)	fish_-pl.dat	ansu
kaningi B631	fish_-pl.dat	batswi
teke kaleiB70	fish_-pl.dat	an∫u
teke tsaayi B73a/1 (Bouka)	fish_-pl.dat	baansyi
teke tsaayi B73a/2 (Libele)	fish_-pl.dat	batswi
benga A34/1	fish_-sg.dat	edyaka
fang souanke A75	fish_-sg.dat	kɔs
fang meke A75	fish_-sg.dat	kos
fang ntumu A75	fish_-sg.dat	kɔs
bekwil A85b	fish_-sg.dat	su
kwel A85b	fish_-sg.dat	su
kwele A85b	fish_-sg.dat	su
mpongwe B11a	fish_-sg.dat	ewèrè
galwa B11c/1	fish_-sg.dat	nt∫wè
galwa B11c/2	fish_-sg.dat	iʒwè
nkomi B11e	fish_-sg.dat	ewèrè
sekiyani B21	fish_-sg.dat	mwaambi
ngom kele B22b	fish_-sg.dat	∫è
mbangwe B23	fish_-sg.dat	sè
wumbvu B24/1	fish_-sg.dat	swi
wumbvu B24/2	fish_-sg.dat	swi
kota B25/1	fish_-sg.dat	fe
kota B25/2	fish_-sg.dat	fe
kota B25/4	fish_-sg.dat	∫è
kota B25/5	fish_-sg.dat	fè
sake B252/1	fish_-sg.dat	sè
sake B252/2	fish_-sg.dat	sè
mahongwe B251/1	fish_-sg.dat	fe
ndasa B241/1	fish_-sg.dat	swi
ndasa B241/2	fish_-sg.dat	syi
mahongwe sama B251/2	fish_-sg.dat	fe
tsogo B31	fish_-sg.dat	nyama_̴a__Ġo_̻bei
himba B312	fish_-sg.dat	eitswe
ibongo  B401	fish_-sg.dat	Ņama_̻aamba
pinzi B311	fish_-sg.dat	viŅaĠa
pove B22c (B305)	fish_-sg.dat	tsue
shira B41	fish_-sg.dat	sonʒi
shira bwali B41	fish_-sg.dat	nyam∂
sangu B42/1	fish_-sg.dat	ɡibera
sangu B42/2	fish_-sg.dat	isoonʒi
punu B43/1	fish_-sg.dat	Ņoonsi
punu B43/2	fish_-sg.dat	nyama_̻amba
lumbu B44	fish_-sg.dat	imbitsi__imaamba
lumbu yi tandu B44	fish_-sg.dat	mbitsi
lumbu yi banda B44	fish_-sg.dat	mbitsi
Lumbu 4 B44	fish_-sg.dat	mbitsi
bwisi B410	fish_-sg.dat	mbitsi_̻aamba
varama B414/1	fish_-sg.dat	nyama
varama B414/2	fish_-sg.dat	nyam∂_̻amb∂
vungu B431/1 (Nasse)	fish_-sg.dat	nyama
vungu B431/2 (1986)	fish_-sg.dat	nyama_̻ambe
duma B51	fish_-sg.dat	tswi
nzebi B52/1	fish_-sg.dat	t∫wi
nzebi B52/2	fish_-sg.dat	t∫wi
tsaangi B53	fish_-sg.dat	tswi
liwanji B511	fish_-sg.dat	t∫wi
(o)mbamba B62/1 (1973)	fish_-sg.dat	tsu
(o)mbamba B62/2 (1986)	fish_-sg.dat	nt∫u
(o)mbamba B62/3 (1989)	fish_-sg.dat	nsu
nduumo B63/1	fish_-sg.dat	t∫wi
nduumo B63/2	fish_-sg.dat	t∫wi
kaningi B631	fish_-sg.dat	tswi
teke Boundji B70	fish_-sg.dat	ntsu
teke Omvula B70	fish_-sg.dat	nt∫u
teke komono B70	fish_-sg.dat	t∫wi
teke kaleiB70	fish_-sg.dat	n∫u
B72a ngungwel	fish_-sg.dat	ntswi
teke tsaayi B73a/1 (Bouka)	fish_-sg.dat	nsyi
teke tsaayi B73a/2 (Libele)	fish_-sg.dat	tswi
benga A34/1	fly-sg.dat	ivèvè
benga A34/2	fly-sg.dat	vèèvè
fang souanke A75	fly-sg.dat	∂yèlè
fang meke A75	fly-sg.dat	∂y∂l∂
fang ntumu A75	fly-sg.dat	ay∂l∂
bekwil A85b	fly-sg.dat	èpilal
kwel A85b	fly-sg.dat	edʒu
kwele A85b	fly-sg.dat	èdʒu
mpongwe B11a	fly-sg.dat	idiĠwa
galwa B11c/1	fly-sg.dat	ɡodoɡwa
galwa B11c/2	fly-sg.dat	ɡodyufa
nkomi B11e	fly-sg.dat	Ġopèka
sekiyani B21	fly-sg.dat	ndèèvɔ
ngom kele B22b	fly-sg.dat	uye∫ekè
wumbvu B24/1	fly-sg.dat	bvulèèsè
wumbvu B24/2	fly-sg.dat	lèèsè
kota B25/1	fly-sg.dat	isanɡa
kota B25/4	fly-sg.dat	bosanɡaka
kota B25/5	fly-sg.dat	osanɡaka
sake B252/2	fly-sg.dat	dèèsè
mahongwe B251/1	fly-sg.dat	∫amba
ndasa B241/1	fly-sg.dat	fulme
ndasa B241/2	fly-sg.dat	ɔfulama
mahongwe sama B251/2	fly-sg.dat	∫amba
tsogo B31	fly-sg.dat	vèaaĠa
himba B312	fly-sg.dat	movèaɡo
ibongo  B401	fly-sg.dat	udumiĠa
pinzi B311	fly-sg.dat	mwifaĠa
shira B41	fly-sg.dat	puruŋa
shira bwali B41	fly-sg.dat	ɡupur∂muɡ∂
sangu B42/1	fly-sg.dat	uvela
sangu B42/2	fly-sg.dat	purmuĠa
punu B43/1	fly-sg.dat	udumuĠa
punu B43/2	fly-sg.dat	upurimuɡa
lumbu B44	fly-sg.dat	dumuĠa
lumbu yi tandu B44	fly-sg.dat	udamaĠa
lumbu yi banda B44	fly-sg.dat	dumuĠa
Lumbu 4 B44	fly-sg.dat	udaχ∂
bwisi B410	fly-sg.dat	udumuĠa
varama B414/1	fly-sg.dat	udaɡa
varama B414/2	fly-sg.dat	xupuurumux∂
vungu B431/1 (Nasse)	fly-sg.dat	ĠudaĠ∂
vungu B431/2 (1986)	fly-sg.dat	ĠudaĠa
duma B51	fly-sg.dat	iyiba
nzebi B52/1	fly-sg.dat	dum∂x∂
nzebi B52/2	fly-sg.dat	dumuha
tsaangi B53	fly-sg.dat	udumaha
liwanji B511	fly-sg.dat	idumaĠa
(o)mbamba B62/1 (1973)	fly-sg.dat	odemɡa
(o)mbamba B62/2 (1986)	fly-sg.dat	ɔdma
(o)mbamba B62/3 (1989)	fly-sg.dat	Ġèdumuwa
teke Boundji B70	fly-sg.dat	ley
teke Omvula B70	fly-sg.dat	dumi
teke komono B70	fly-sg.dat	kadjuma
teke kaleiB70	fly-sg.dat	leduma
B72a ngungwel	fly-sg.dat	dʒo·o·
teke tsaayi B73a/1 (Bouka)	fly-sg.dat	kidʒumuna
teke tsaayi B73a/2 (Libele)	fly-sg.dat	kudʒumuna
varama B414/1	full-pl.dat	sibasa
benga A34/1	full-sg.dat	ti
benga A34/2	full-sg.dat	ti
fang souanke A75	full-sg.dat	nʒèya
fang meke A75	full-sg.dat	nʒèya
fang ntumu A75	full-sg.dat	ndʒalan
bekwil A85b	full-sg.dat	luor
kwel A85b	full-sg.dat	pwei
kwele A85b	full-sg.dat	èlue
mpongwe B11a	full-sg.dat	ĠuĠuru
galwa B11c/1	full-sg.dat	yony
galwa B11c/2	full-sg.dat	ɡuɡuru
nkomi B11e	full-sg.dat	Ġodyonya
sekiyani B21	full-sg.dat	koondo
ngom kele B22b	full-sg.dat	kvu
mbangwe B23	full-sg.dat	baata
wumbvu B24/1	full-sg.dat	bvuruunda
wumbvu B24/2	full-sg.dat	lunda
kota B25/1	full-sg.dat	leluba
kota B25/2	full-sg.dat	fua
sake B252/1	full-sg.dat	fwa
sake B252/2	full-sg.dat	fwa
mahongwe B251/1	full-sg.dat	eloondo
ndasa B241/1	full-sg.dat	aluunda
ndasa B241/2	full-sg.dat	luunda
mahongwe sama B251/2	full-sg.dat	eloondo
tsogo B31	full-sg.dat	yɔaaĠa
himba B312	full-sg.dat	vè
ibongo  B401	full-sg.dat	baasa
pinzi B311	full-sg.dat	edyoni
pove B22c (B305)	full-sg.dat	dyadyaka
shira B41	full-sg.dat	baasi
shira bwali B41	full-sg.dat	ubas∂
sangu B42/1	full-sg.dat	ukura
sangu B42/2	full-sg.dat	mbili
punu B43/1	full-sg.dat	ubaasa
punu B43/2	full-sg.dat	ubasa
lumbu B44	full-sg.dat	iwaala
lumbu yi tandu B44	full-sg.dat	waal∂
lumbu yi banda B44	full-sg.dat	dasa
Lumbu 4 B44	full-sg.dat	uwili
bwisi B410	full-sg.dat	uwaala
varama B414/1	full-sg.dat	yibasa
varama B414/2	full-sg.dat	xibaas∂
vungu B431/2 (1986)	full-sg.dat	Ġubasa
duma B51	full-sg.dat	ironda
nzebi B52/1	full-sg.dat	baasa
nzebi B52/2	full-sg.dat	baasa
tsaangi B53	full-sg.dat	luula
liwanji B511	full-sg.dat	arɔɔnda
(o)mbamba B62/1 (1973)	full-sg.dat	nto
(o)mbamba B62/2 (1986)	full-sg.dat	bara
(o)mbamba B62/3 (1989)	full-sg.dat	Ġeluula
nduumo B63/2	full-sg.dat	nɡi
kaningi B631	full-sg.dat	mulula
teke Boundji B70	full-sg.dat	to
teke Omvula B70	full-sg.dat	luula
teke komono B70	full-sg.dat	luulu
teke kaleiB70	full-sg.dat	tɔ
B72a ngungwel	full-sg.dat	luuli
teke tsaayi B73a/1 (Bouka)	full-sg.dat	luula
teke tsaayi B73a/2 (Libele)	full-sg.dat	luula
benga A34/1	give-sg.dat	ivè
benga A34/2	give-sg.dat	vè
fang souanke A75	give-sg.dat	∂β∂
fang meke A75	give-sg.dat	∂k∂∂
fang ntumu A75	give-sg.dat	ak∂∂,_̺v∂
bekwil A85b	give-sg.dat	èɲè
kwel A85b	give-sg.dat	edʒè
kwele A85b	give-sg.dat	èdyè
mpongwe B11a	give-sg.dat	mipawe
galwa B11c/1	give-sg.dat	ɡopa
galwa B11c/2	give-sg.dat	ɡompa
nkomi B11e	give-sg.dat	Ġopa
sekiyani B21	give-sg.dat	bvè
ngom kele B22b	give-sg.dat	uyèkè
mbangwe B23	give-sg.dat	uyèkè
wumbvu B24/1	give-sg.dat	bvukaaba
wumbvu B24/2	give-sg.dat	bvukaaba
kota B25/1	give-sg.dat	iwe
kota B25/2	give-sg.dat	bowèt∫e
kota B25/4	give-sg.dat	bowèt∫è
kota B25/5	give-sg.dat	owèkè
sake B252/1	give-sg.dat	ukaba
sake B252/2	give-sg.dat	kabɔ
mahongwe B251/1	give-sg.dat	kaba
ndasa B241/1	give-sg.dat	kaaba
ndasa B241/2	give-sg.dat	mpa
mahongwe sama B251/2	give-sg.dat	kaba
tsogo B31	give-sg.dat	itsaaĠa
himba B312	give-sg.dat	mwitsaɡo
ibongo  B401	give-sg.dat	uβeeĠa
pinzi B311	give-sg.dat	mwitsaĠa
pove B22c (B305)	give-sg.dat	kaaba
shira B41	give-sg.dat	ĠuwèèĠa
shira bwali B41	give-sg.dat	ɡuveɡ∂
sangu B42/1	give-sg.dat	uveɡa
sangu B42/2	give-sg.dat	uwèĠa
punu B43/1	give-sg.dat	uβeeĠa
punu B43/2	give-sg.dat	uveɡa
lumbu B44	give-sg.dat	uβèĠa
lumbu yi tandu B44	give-sg.dat	uβèɔ
lumbu yi banda B44	give-sg.dat	uβèta
Lumbu 4 B44	give-sg.dat	uβèχ∂
bwisi B410	give-sg.dat	uβeeha
varama B414/1	give-sg.dat	uneɡa
varama B414/2	give-sg.dat	xuβèx∂
vungu B431/1 (Nasse)	give-sg.dat	ĠuβèĠ∂
vungu B431/2 (1986)	give-sg.dat	ĠuβèĠa
duma B51	give-sg.dat	ivèdè
nzebi B52/1	give-sg.dat	βèèdè
nzebi B52/2	give-sg.dat	βèèdè
tsaangi B53	give-sg.dat	uβa
liwanji B511	give-sg.dat	iβèèdè
(o)mbamba B62/1 (1973)	give-sg.dat	mpa
(o)mbamba B62/2 (1986)	give-sg.dat	ɔmpa
(o)mbamba B62/3 (1989)	give-sg.dat	mpa
nduumo B63/1	give-sg.dat	ɡibada
kaningi B631	give-sg.dat	oŋɡa
teke Boundji B70	give-sg.dat	olepa
teke Omvula B70	give-sg.dat	nɡwo
teke komono B70	give-sg.dat	waka
teke kaleiB70	give-sg.dat	lewa
teke tsaayi B73a/1 (Bouka)	give-sg.dat	kiwa
teke tsaayi B73a/2 (Libele)	give-sg.dat	kuwa
sangu B42/2	good-pl.dat	baibwedi
benga A34/1	good-sg.dat	yamu
benga A34/2	good-sg.dat	bwamu
fang souanke A75	good-sg.dat	abɔŋ
fang meke A75	good-sg.dat	mvèè
fang ntumu A75	good-sg.dat	mb∂ŋ
bekwil A85b	good-sg.dat	ènyɔ
kwel A85b	good-sg.dat	eŅu
kwele A85b	good-sg.dat	èŅupi
mpongwe B11a	good-sg.dat	byambye
galwa B11c/1	good-sg.dat	mbya
galwa B11c/2	good-sg.dat	mbya
nkomi B11e	good-sg.dat	bya
sekiyani B21	good-sg.dat	mbaa
ngom kele B22b	good-sg.dat	mbeŋè
wumbvu B24/1	good-sg.dat	vè
wumbvu B24/2	good-sg.dat	muvè
kota B25/1	good-sg.dat	mbale
kota B25/2	good-sg.dat	mbèlè
kota B25/4	good-sg.dat	yambè
sake B252/1	good-sg.dat	umpalè
sake B252/2	good-sg.dat	usombè
mahongwe B251/1	good-sg.dat	mbale
ndasa B241/1	good-sg.dat	ove
ndasa B241/2	good-sg.dat	ɔvè
mahongwe sama B251/2	good-sg.dat	mbale
tsogo B31	good-sg.dat	bwèdi
himba B312	good-sg.dat	bɔɔtè
ibongo  B401	good-sg.dat	bwe
pinzi B311	good-sg.dat	bɔta
pove B22c (B305)	good-sg.dat	loova
shira B41	good-sg.dat	booti
shira bwali B41	good-sg.dat	boti
sangu B42/1	good-sg.dat	bwedi
sangu B42/2	good-sg.dat	wibwedi
punu B43/1	good-sg.dat	boti
punu B43/2	good-sg.dat	ubwenʒi
lumbu B44	good-sg.dat	boti
lumbu yi tandu B44	good-sg.dat	boti
lumbu yi banda B44	good-sg.dat	boti
Lumbu 4 B44	good-sg.dat	iboti
bwisi B410	good-sg.dat	uŅèèβa
varama B414/1	good-sg.dat	yiboti
varama B414/2	good-sg.dat	xibooti
vungu B431/1 (Nasse)	good-sg.dat	bwey
vungu B431/2 (1986)	good-sg.dat	Ġubweyia
duma B51	good-sg.dat	bukwè
nzebi B52/1	good-sg.dat	bubvè
nzebi B52/2	good-sg.dat	bwèèyi
tsaangi B53	good-sg.dat	bwè
liwanji B511	good-sg.dat	bwè
(o)mbamba B62/1 (1973)	good-sg.dat	ove
(o)mbamba B62/2 (1986)	good-sg.dat	ɔvè
(o)mbamba B62/3 (1989)	good-sg.dat	ɔbvè
nduumo B63/1	good-sg.dat	bwe
nduumo B63/2	good-sg.dat	bvè
kaningi B631	good-sg.dat	bivè
teke Boundji B70	good-sg.dat	ovei
teke Omvula B70	good-sg.dat	ve
teke komono B70	good-sg.dat	bwe
teke kaleiB70	good-sg.dat	ove
B72a ngungwel	good-sg.dat	bvebve
teke tsaayi B73a/1 (Bouka)	good-sg.dat	kibve
teke tsaayi B73a/2 (Libele)	good-sg.dat	bvè
mbangwe B23	ground_on_the_-_-pl.dat	bisɔpkɔ
kota B25/1	ground_on_the_-_-pl.dat	mahendʒe
kota B25/2	ground_on_the_-_-pl.dat	mèxèŋjè
sake B252/1	ground_on_the_-_-pl.dat	myΩĠɔ
himba B312	ground_on_the_-_-pl.dat	mihèŋɡè
ibongo  B401	ground_on_the_-_-pl.dat	matoto
pinzi B311	ground_on_the_-_-pl.dat	misènɡè
nzebi B52/1	ground_on_the_-_-pl.dat	matɔɔtɔ
liwanji B511	ground_on_the_-_-pl.dat	matɔtɔ
(o)mbamba B62/3 (1989)	ground_on_the_-_-pl.dat	ansyè
teke kaleiB70	ground_on_the_-_-pl.dat	ansye
benga A34/1	ground_on_the_-_-sg.dat	xe
benga A34/2	ground_on_the_-_-sg.dat	he
fang souanke A75	ground_on_the_-_-sg.dat	m∂tɔi
fang meke A75	ground_on_the_-_-sg.dat	se
fang ntumu A75	ground_on_the_-_-sg.dat	si
bekwil A85b	ground_on_the_-_-sg.dat	buas
kwel A85b	ground_on_the_-_-sg.dat	bose
kwele A85b	ground_on_the_-_-sg.dat	ebɔs
mpongwe B11a	ground_on_the_-_-sg.dat	Ġont∫e
galwa B11c/1	ground_on_the_-_-sg.dat	ont∫i
galwa B11c/2	ground_on_the_-_-sg.dat	iʒè
nkomi B11e	ground_on_the_-_-sg.dat	nt∫e
sekiyani B21	ground_on_the_-_-sg.dat	ndzi
ngom kele B22b	ground_on_the_-_-sg.dat	besopekɔ
mbangwe B23	ground_on_the_-_-sg.dat	sɔpkɔ
wumbvu B24/1	ground_on_the_-_-sg.dat	sèènɡyè
wumbvu B24/2	ground_on_the_-_-sg.dat	sènʒè
kota B25/1	ground_on_the_-_-sg.dat	ihendʒe
kota B25/2	ground_on_the_-_-sg.dat	xèŋjè
kota B25/4	ground_on_the_-_-sg.dat	ahehe
kota B25/5	ground_on_the_-_-sg.dat	hèndjè
sake B252/1	ground_on_the_-_-sg.dat	mΩĠo
sake B252/2	ground_on_the_-_-sg.dat	misèèŅi
mahongwe B251/1	ground_on_the_-_-sg.dat	hèèndzè
ndasa B241/1	ground_on_the_-_-sg.dat	sènʒe
ndasa B241/2	ground_on_the_-_-sg.dat	sèèŋʒè
mahongwe sama B251/2	ground_on_the_-_-sg.dat	hèèndzè
tsogo B31	ground_on_the_-_-sg.dat	va_̤∫ina
himba B312	ground_on_the_-_-sg.dat	mohèŋɡè
ibongo  B401	ground_on_the_-_-sg.dat	toto
pinzi B311	ground_on_the_-_-sg.dat	mosènɡè
pove B22c (B305)	ground_on_the_-_-sg.dat	tɔtɔ
shira B41	ground_on_the_-_-sg.dat	weetsi
shira bwali B41	ground_on_the_-_-sg.dat	vesti
sangu B42/1	ground_on_the_-_-sg.dat	tsi
sangu B42/2	ground_on_the_-_-sg.dat	vatsi
punu B43/1	ground_on_the_-_-sg.dat	butamba
punu B43/2	ground_on_the_-_-sg.dat	vatsi
lumbu B44	ground_on_the_-_-sg.dat	butaĠi
lumbu yi tandu B44	ground_on_the_-_-sg.dat	buteyi
Lumbu 4 B44	ground_on_the_-_-sg.dat	butowu
bwisi B410	ground_on_the_-_-sg.dat	buteyi
varama B414/1	ground_on_the_-_-sg.dat	ru
varama B414/2	ground_on_the_-_-sg.dat	dyab∂
vungu B431/1 (Nasse)	ground_on_the_-_-sg.dat	tamb∂
vungu B431/2 (1986)	ground_on_the_-_-sg.dat	dyaba
duma B51	ground_on_the_-_-sg.dat	tɔtɔ
nzebi B52/1	ground_on_the_-_-sg.dat	tɔɔtɔ
nzebi B52/2	ground_on_the_-_-sg.dat	tɔtɔ
tsaangi B53	ground_on_the_-_-sg.dat	toto
liwanji B511	ground_on_the_-_-sg.dat	tɔtɔ
(o)mbamba B62/1 (1973)	ground_on_the_-_-sg.dat	osye
(o)mbamba B62/2 (1986)	ground_on_the_-_-sg.dat	nt∫yè
(o)mbamba B62/3 (1989)	ground_on_the_-_-sg.dat	nsyè
nduumo B63/1	ground_on_the_-_-sg.dat	mutsyè
nduumo B63/2	ground_on_the_-_-sg.dat	kutsyè
kaningi B631	ground_on_the_-_-sg.dat	tsyè
teke Boundji B70	ground_on_the_-_-sg.dat	ntsie
teke Omvula B70	ground_on_the_-_-sg.dat	tsye
teke komono B70	ground_on_the_-_-sg.dat	tsiye
teke kaleiB70	ground_on_the_-_-sg.dat	nsye
B72a ngungwel	ground_on_the_-_-sg.dat	ntsii
teke tsaayi B73a/1 (Bouka)	ground_on_the_-_-sg.dat	nsyèè
teke tsaayi B73a/2 (Libele)	ground_on_the_-_-sg.dat	tsiyè
fang souanke A75	hair_of_head_-pl.dat	mimvɔt
nkomi B11e	hair_of_head_-pl.dat	itwe
mbangwe B23	hair_of_head_-pl.dat	fuyi
wumbvu B24/1	hair_of_head_-pl.dat	mikunɡya
kota B25/1	hair_of_head_-pl.dat	hue
kota B25/2	hair_of_head_-pl.dat	maxue
kota B25/4	hair_of_head_-pl.dat	mahuwe
kota B25/5	hair_of_head_-pl.dat	ohuwe
sake B252/1	hair_of_head_-pl.dat	mèsu
ndasa B241/1	hair_of_head_-pl.dat	mikundʒe
himba B312	hair_of_head_-pl.dat	ditsoɡe
ibongo  B401	hair_of_head_-pl.dat	myooso
pinzi B311	hair_of_head_-pl.dat	ditsoĠe
shira B41	hair_of_head_-pl.dat	naaŋɡa
sangu B42/2	hair_of_head_-pl.dat	banaŋɡa
punu B43/1	hair_of_head_-pl.dat	nanɡa
lumbu B44	hair_of_head_-pl.dat	mileenɡi
lumbu yi tandu B44	hair_of_head_-pl.dat	milènɡi
duma B51	hair_of_head_-pl.dat	tsuɡi
